occupation_id,skill_id,relation,occupation_label,skill_label,skill_type
http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,optional,bioinformatics scientist,data science,knowledge
http://data.europa.eu/esco/occupation/6ce5f7e3-a534-4aa2-ab23-255408ddb53a,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,essential,IoT developer,machine learning,knowledge
http://data.europa.eu/esco/occupation/6ce5f7e3-a534-4aa2-ab23-255408ddb53a,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,IoT developer,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/6ce5f7e3-a534-4aa2-ab23-255408ddb53a,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,IoT developer,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/6ce5f7e3-a534-4aa2-ab23-255408ddb53a,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,essential,IoT developer,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,mathematician,statistics,knowledge
http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,optional,mathematician,data science,knowledge
http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,optional,mathematician,develop financial statistics reports,skill/competence
http://data.europa.eu/esco/occupation/75b63949-1b93-4bf2-a777-ccf978dc3e8a,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,optional,solar energy technician,data mining,knowledge
http://data.europa.eu/esco/occupation/75b63949-1b93-4bf2-a777-ccf978dc3e8a,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,optional,solar energy technician,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/75b63949-1b93-4bf2-a777-ccf978dc3e8a,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,optional,solar energy technician,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/75b63949-1b93-4bf2-a777-ccf978dc3e8a,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,solar energy technician,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,optional,electromechanical engineer,data mining,knowledge
http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,optional,electromechanical engineer,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,optional,electromechanical engineer,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,electromechanical engineer,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/7b4744a8-a4e3-4104-9b74-4ec54108af7b,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,essential,microelectronics designer,machine learning,knowledge
http://data.europa.eu/esco/occupation/7b4744a8-a4e3-4104-9b74-4ec54108af7b,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4,essential,microelectronics designer,artificial neural networks,knowledge
http://data.europa.eu/esco/occupation/7b4744a8-a4e3-4104-9b74-4ec54108af7b,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,microelectronics designer,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,optional,hydropower technician,data mining,knowledge
http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,optional,hydropower technician,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,optional,hydropower technician,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,hydropower technician,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/810e5e67-acd5-499a-b307-cf5bea330859,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,essential,ICT information and knowledge manager,data mining,knowledge
http://data.europa.eu/esco/occupation/810e5e67-acd5-499a-b307-cf5bea330859,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,optional,ICT information and knowledge manager,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,knowledge engineer,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,essential,knowledge engineer,data science,knowledge
http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f,http://data.europa.eu/esco/skill/fff0e2cd-d0bd-4b02-9daf-158b79d9688a,essential,knowledge engineer,natural language processing,knowledge
http://data.europa.eu/esco/occupation/812c217d-32b7-4f6a-9faf-993d3577ac7f,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,optional,knowledge engineer,data mining,knowledge
http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,essential,microelectronics smart manufacturing engineer,data mining,knowledge
http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,essential,microelectronics smart manufacturing engineer,machine learning,knowledge
http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4,essential,microelectronics smart manufacturing engineer,artificial neural networks,knowledge
http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,microelectronics smart manufacturing engineer,statistics,knowledge
http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,microelectronics smart manufacturing engineer,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,essential,microelectronics smart manufacturing engineer,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/82616669-cc82-4455-9332-a2df209e9f3e,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,microelectronics smart manufacturing engineer,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/8edd8bff-cb59-4c9c-ab0f-59e77d18be48,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,predictive maintenance expert,statistics,knowledge
http://data.europa.eu/esco/occupation/8edd8bff-cb59-4c9c-ab0f-59e77d18be48,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,predictive maintenance expert,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,geographic information systems specialist,statistics,knowledge
http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca,optional,geographic information systems specialist,develop computer vision system,skill/competence
http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,optional,central bank governor,statistics,knowledge
http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,optional,central bank governor,develop financial statistics reports,skill/competence
http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01,http://data.europa.eu/esco/skill/4262ddf4-4985-4d23-ba82-f82a226b2bde,essential,medical sales representative,medication classification,knowledge
http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01,http://data.europa.eu/esco/skill/4d3f3068-9b6a-4f33-bfa5-a7b298bfd303,optional,medical sales representative,medical statistics,knowledge
http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,essential,environmental engineer,machine learning,knowledge
http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,environmental engineer,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,environmental engineer,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/ac37627c-a999-4779-997e-9795cc4f9a3d,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,optional,power distribution engineer,data mining,knowledge
http://data.europa.eu/esco/occupation/ac37627c-a999-4779-997e-9795cc4f9a3d,http://data.europa.eu/esco/skill/9effa3d7-c0c4-4583-ad94-b496ba5e5f2c,optional,power distribution engineer,data mining methods,knowledge
http://data.europa.eu/esco/occupation/ac37627c-a999-4779-997e-9795cc4f9a3d,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,optional,power distribution engineer,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/ac37627c-a999-4779-997e-9795cc4f9a3d,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,optional,power distribution engineer,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/ac37627c-a999-4779-997e-9795cc4f9a3d,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,power distribution engineer,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,statistician,statistics,knowledge
http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,essential,statistician,data science,knowledge
http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,optional,statistician,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,optional,statistician,develop financial statistics reports,skill/competence
http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,biometrician,statistics,knowledge
http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,essential,biometrician,data science,knowledge
http://data.europa.eu/esco/occupation/ba490796-46f7-45b7-827b-db6882fca3e1,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,optional,onshore wind energy engineer,data mining,knowledge
http://data.europa.eu/esco/occupation/ba490796-46f7-45b7-827b-db6882fca3e1,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,onshore wind energy engineer,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,cosmologist,statistics,knowledge
http://data.europa.eu/esco/occupation/bc659adc-f42c-4ef6-89fe-fd030033f446,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,optional,cosmologist,data science,knowledge
http://data.europa.eu/esco/occupation/c44c37a2-88c3-4ac2-9cf9-959f42deb02b,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,optional,offshore renewable energy engineer,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/c44c37a2-88c3-4ac2-9cf9-959f42deb02b,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,offshore renewable energy engineer,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,statistical assistant,statistics,knowledge
http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,optional,statistical assistant,data science,knowledge
http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,optional,statistical assistant,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825,http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,optional,statistical assistant,develop financial statistics reports,skill/competence
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,essential,data analyst,data mining,knowledge
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,essential,data analyst,statistics,knowledge
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,essential,data analyst,data science,knowledge
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,essential,data analyst,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,data analyst,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/e297ec12-4712-40a4-ad98-ba004cacb205,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,essential,chief data officer,data mining,knowledge
http://data.europa.eu/esco/occupation/e297ec12-4712-40a4-ad98-ba004cacb205,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,essential,chief data officer,data science,knowledge
http://data.europa.eu/esco/occupation/e297ec12-4712-40a4-ad98-ba004cacb205,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,essential,chief data officer,manage ICT data classification,skill/competence
http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,http://data.europa.eu/esco/skill/edebd83d-35f6-4ed5-a940-6c203d178c01,essential,computer scientist,data science,knowledge
http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,optional,computer scientist,data mining,knowledge
http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,optional,computer scientist,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca,optional,computer scientist,develop computer vision system,skill/competence
http://data.europa.eu/esco/occupation/e6800524-eec2-4c33-af0e-6f36d1d679bc,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,instrumentation engineer,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/e6800524-eec2-4c33-af0e-6f36d1d679bc,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,optional,instrumentation engineer,data mining,knowledge
http://data.europa.eu/esco/occupation/e6800524-eec2-4c33-af0e-6f36d1d679bc,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,instrumentation engineer,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/e6dfc67e-331e-4468-a249-347a08decbdb,http://data.europa.eu/esco/skill/25f0ea33-b4a2-4f31-b7b4-7d20e827b180,essential,microelectronics materials engineer,data mining,knowledge
http://data.europa.eu/esco/occupation/e6dfc67e-331e-4468-a249-347a08decbdb,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,essential,microelectronics materials engineer,machine learning,knowledge
http://data.europa.eu/esco/occupation/e6dfc67e-331e-4468-a249-347a08decbdb,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4,essential,microelectronics materials engineer,artificial neural networks,knowledge
http://data.europa.eu/esco/occupation/e6dfc67e-331e-4468-a249-347a08decbdb,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,microelectronics materials engineer,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/e6dfc67e-331e-4468-a249-347a08decbdb,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,essential,microelectronics materials engineer,perform data mining,skill/competence
http://data.europa.eu/esco/occupation/e6dfc67e-331e-4468-a249-347a08decbdb,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,microelectronics materials engineer,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b,http://data.europa.eu/esco/skill/3a2d5b45-56e4-4f5a-a55a-4a4a65afdc43,essential,environmental technician,machine learning,knowledge
http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,environmental technician,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/e8461d2e-3d75-477c-93a2-ea8d342bb55b,http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,essential,environmental technician,analyse big data,skill/competence
http://data.europa.eu/esco/occupation/e8fca903-6590-48a8-8902-094bb41ee90c,http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4,essential,autonomous driving specialist,artificial neural networks,knowledge
http://data.europa.eu/esco/occupation/e8fca903-6590-48a8-8902-094bb41ee90c,http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,essential,autonomous driving specialist,computer vision,knowledge
http://data.europa.eu/esco/occupation/e8fca903-6590-48a8-8902-094bb41ee90c,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,essential,autonomous driving specialist,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/ef5b17a5-3ca8-4965-bd3d-61c4aca490d1,http://data.europa.eu/esco/skill/49812c2d-3a36-4be8-bd41-8c0be3db7c6d,essential,document management officer,develop classification systems,skill/competence
http://data.europa.eu/esco/occupation/ef5b17a5-3ca8-4965-bd3d-61c4aca490d1,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,optional,document management officer,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/ef5b17a5-3ca8-4965-bd3d-61c4aca490d1,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,document management officer,utilise machine learning,skill/competence
http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,optional,application engineer,principles of artificial intelligence,knowledge
http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,optional,application engineer,utilise machine learning,skill/competence
